,ChildID,ChildEthnicity,ChildLanguage,ChildRace,ChildFlags,ChildDateofBirth,Age (as of current day),Center,Best Interest,In Attendance,Other,Sick,Unexcused Absence,FD,PD,Total Attendance,Total Absence,Total Days,Attendance Rate
0,31583,Hispanic or Latino,00 -- English,['Caucasian'],['Emergency Care'],05/22/2010,12,Linda Vista,0,3.0,0,0,3,104.0,0.0,3.0,3,6.0,0.5
1,37814,Hispanic or Latino,00 -- English,['Caucasian'],"['Admissions Agreement #14 (check box if Yes)', 'Admissions Agreement #16 (check box if Yes)', 'Admissions Agreement #15 (check box if Yes)', 'School Age']",09/22/2009,13,Linda Vista,1,94.0,27,2,0,142.0,0.0,94.0,30,124.0,0.7580645161290323
2,37815,Hispanic or Latino,00 -- English,['Caucasian'],"['Admissions Agreement #15 (check box if Yes)', 'School Age', 'Admissions Agreement #16 (check box if Yes)', 'Admissions Agreement #14 (check box if Yes)']",01/01/2012,10,Linda Vista,9,254.0,57,17,0,355.0,0.0,254.0,83,337.0,0.7537091988130564
3,40481,Hispanic or Latino,00 -- English,['Caucasian'],[nan],03/08/2013,9,Linda Vista,5,237.0,6,17,0,347.0,0.0,237.0,28,265.0,0.8943396226415095
4,40605,Hispanic or Latino,00 -- English,['Caucasian'],['Emergency Care'],10/12/2010,12,Linda Vista,18,225.0,34,64,0,341.0,0.0,225.0,116,341.0,0.6598240469208211
5,40967,Hispanic or Latino,00 -- English,['Caucasian'],[nan],12/07/2012,9,Linda Vista,3,273.0,2,12,0,347.0,0.0,273.0,17,290.0,0.9413793103448276
6,41176,Hispanic or Latino,00 -- English,['Caucasian'],[nan],04/22/2010,12,Linda Vista,19,268.0,43,17,0,347.0,0.0,268.0,79,347.0,0.7723342939481268
7,41445,Hispanic or Latino,00 -- English,['Caucasian'],[nan],10/06/2009,13,Linda Vista,9,103.0,5,18,0,135.0,0.0,103.0,32,135.0,0.762962962962963
8,41446,Hispanic or Latino,00 -- English,['Caucasian'],[nan],03/08/2013,9,Linda Vista,21,270.0,35,21,0,347.0,0.0,270.0,77,347.0,0.7780979827089337
9,41560,Hispanic or Latino,00 -- English,['Caucasian'],[nan],09/17/2010,12,Linda Vista,12,270.0,37,18,10,347.0,0.0,270.0,77,347.0,0.7780979827089337
10,44662,Hispanic or Latino,00 -- English,['Caucasian'],"['School Age', 'Emergency Care']",08/17/2011,11,Linda Vista,18,304.0,7,9,3,341.0,0.0,304.0,37,341.0,0.8914956011730205
11,45671,Hispanic or Latino,00 -- English,['Caucasian'],[nan],03/09/2011,11,Linda Vista,6,325.0,4,12,0,347.0,0.0,325.0,22,347.0,0.9365994236311239
